MAVEN_LOOKUP_CODE,MAVEN_PRODUCT_CODE,SEND_TO_MAVEN
"600-7_372342007","SAL","1"
"600-7_85908006","SAL","1"
"600-7_50136005","SAL","1"
"600-7_77584005","SAL","1"
"600-7_73525009","SAL","1"
"604-9_27268008","SAL","1"
"604-9_73525009","SAL","1"
"605-6_27268008","SAL","1"
"605-6_73525009","SAL","1"
"606-4_27268008","SAL","1"
"606-4_372342007","SAL","1"
"610-6_27268008","SAL","1"
"610-6_73525009","SAL","1"
"611-4_27268008","SAL","1"
"611-4_73525009","SAL","1"
"625-4_27268008","SAL","1"
"625-4_372342007","SAL","1"
"625-4_79128009","SAL","1"
"625-4_85908006","SAL","1"
"625-4_128388007","SAL","1"
"625-4_88091007","SAL","1"
"625-4_2820001","SAL","1"
"625-4_37091006","SAL","1"
"625-4_80627004","SAL","1"
"625-4_50136005","SAL","1"
"625-4_71865006","SAL","1"
"625-4_32488009","SAL","1"
"625-4_80232006","SAL","1"
"625-4_35225001","SAL","1"
"625-4_80268001","SAL","1"
"625-4_46667007","SAL","1"
"625-4_4361005","SAL","1"
"625-4_82071007","SAL","1"
"625-4_9506004","SAL","1"
"625-4_77584005","SAL","1"
"625-4_56077000","SAL","1"
"625-4_49491006","SAL","1"
"625-4_40697005","SAL","1"
"625-4_73525009","SAL","1"
"625-4_88022005","SAL","1"
"625-4_19374001","SAL","1"
"625-4_85524002","SAL","1"
"625-4_37261005","SAL","1"
"625-4_18163008","SAL","1"
"625-4_57101009","SAL","1"
"625-4_17330008","SAL","1"
"626-2_27268008","SAL","1"
"626-2_73525009","SAL","1"
"627-0_27268008","SAL","1"
"627-0_73525009","SAL","1"
"630-4_27268008","SAL","1"
"630-4_73525009","SAL","1"
"632-0_27268008","SAL","1"
"632-0_73525009","SAL","1"
"634-6_27268008","SAL","1"
"634-6_73525009","SAL","1"
"636-1_27268008","SAL","1"
"636-1_73525009","SAL","1"
"6462-6_27268008","SAL","1"
"6462-6_73525009","SAL","1"
"6463-4_27268008","SAL","1"
"6463-4_50136005","SAL","1"
"6463-4_71865006","SAL","1"
"6463-4_9506004","SAL","1"
"6463-4_73525009","SAL","1"
"6463-4_17330008","SAL","1"
"10354-9_5595000","SAL","1"
"11475-1_5595000","SAL","1"
"17563-8_5595000","SAL","1"
"20951-0_5595000","SAL","1"
"23930-1_5595000","SAL","1"
"34371-5_5595000","SAL","1"
"45275-5_5595000","SAL","1"
"597-5_5595000","SAL","1"
"600-7_5595000","SAL","1"
"604-9_5595000","SAL","1"
"605-6_5595000","SAL","1"
"610-6_5595000","SAL","1"
"611-4_5595000","SAL","1"
"621-3_5595000","SAL","1"
"622-1_5595000","SAL","1"
"624-7_5595000","SAL","1"
"625-4_5595000","TYP","1"
"626-2_5595000","SAL","1"
"627-0_5595000","SAL","1"
"630-4_5595000","SAL","1"
"632-0_5595000","SAL","1"
"634-6_5595000","SAL","1"
"636-1_5595000","SAL","1"
"6460-0_5595000","SAL","1"
"6462-6_5595000","SAL","1"
"6463-4_5595000","SAL","1"
"11475-1_372342007","SAL","1"
"10354-9_77352002","SHG","1"
"10354-9_43612004","SHG","1"
"10354-9_85729005","SHG","1"
"10354-9_55462008","SHG","1"
"10354-9_4298009","SHG","1"
"11475-1_77352002","SHG","1"
"11475-1_43612004","SHG","1"
"11475-1_85729005","SHG","1"
"11475-1_55462008","SHG","1"
"11475-1_4298009","SHG","1"
"11475-1_116498009","SHG","1"
"17576-0_77352002","SHG","1"
"17576-0_43612004","SHG","1"
"17576-0_85729005","SHG","1"
"17576-0_55462008","SHG","1"
"17576-0_4298009","SHG","1"
"42190-9_116498009","SHG","1"
"600-7_77352002","SHG","1"
"600-7_43612004","SHG","1"
"600-7_85729005","SHG","1"
"600-7_55462008","SHG","1"
"600-7_4298009","SHG","1"
"625-4_77352002","SHG","1"
"625-4_43612004","SHG","1"
"625-4_85729005","SHG","1"
"625-4_55462008","SHG","1"
"625-4_4298009","SHG","1"
"625-4_116498009","SHG","1"
"630-4_77352002","SHG","1"
"630-4_43612004","SHG","1"
"630-4_85729005","SHG","1"
"630-4_55462008","SHG","1"
"630-4_4298009","SHG","1"
"634-6_77352002","SHG","1"
"634-6_43612004","SHG","1"
"634-6_85729005","SHG","1"
"634-6_55462008","SHG","1"
"634-6_4298009","SHG","1"
"636-1_77352002","SHG","1"
"636-1_43612004","SHG","1"
"636-1_85729005","SHG","1"
"636-1_55462008","SHG","1"
"636-1_4298009","SHG","1"
"6463-4_77352002","SHG","1"
"6463-4_43612004","SHG","1"
"6463-4_85729005","SHG","1"
"6463-4_55462008","SHG","1"
"6463-4_4298009","SHG","1"
"6463-4_116498009","SHG","1"
"11086-6_9861002","PNE","1"
"11475-1_9861002","PNE","1"
"11475-1_103499000","PNE","1"
"11475-1_103500009","PNE","1"
"11475-1_127541006","PNE","1"
"11475-1_131362008","PNE","1"
"11475-1_131363003","PNE","1"
"14322-2_9861002","PNE","1"
"17652-9_9861002","PNE","1"
"23667-9_9861002","PNE","1"
"38353-9_9861002","PNE","1"
"41852-5_9861002","PNE","1"
"41852-5_131362008","PNE","1"
"51668-2_9861002","PNE","1"
"600-7_9861002","PNE","1"
"606-4_9861002","PNE","1"
"610-6_9861002","PNE","0"
"611-4_9861002","PNE","1"
"622-1_131362008","PNE","0"
"624-7_9861002","PNE","0"
"627-0_9861002","PNE","1"
"632-0_9861002","PNE","0"
"6463-4_9861002","PNE","1"
"6553-2_9861002","PNE","1"
"6555-7_9861002","PNE","1"
"11475-1_80166006","GAS","1"
"17656-0_80166006","GAS","1"
"600-7_80166006","GAS","1"
"610-6_80166006","GAS","1"
"611-4_80166006","GAS","1"
"621-3_80166006","GAS","1"
"627-0_80166006","GAS","1"
"632-0_80166006","GAS","0"
"636-1_80166006","GAS","1"
"6462-6_80166006","GAS","0"
"6558-1_80166006","GAS","1"
"11475-1_43492007","GAS","1"
"14323-0_43492007","GAS","1"
"17969-7_43492007","GAS","1"
"20474-3_43492007","GAS","1"
"21020-3_43492007","GAS","1"
"5034-4_43492007","GAS","1"
"586-8_43492007","GAS","1"
"600-7_43492007","GBS","0"
"606-4_43492007","GAS","1"
"610-6_43492007","GAS","1"
"611-4_43492007","GBS","0"
"621-3_43492007","GAS","1"
"624-7_43492007","GAS","1"
"635-3_43492007","GAS","1"
"6462-6_43492007","GBS","0"
"6463-4_43492007","UNK","0"
"9786-5_43492007","GBS","1"
"17726-1_72904005","MAL","1"
"17726-1_72904005","MAL","1"
"17726-1_72904005","MAL","1"
"17726-1_72904005","MAL","1"
"17726-1_72904005","MAL","1"
"17726-1_72904005","MAL","1"
"17726-1_72904005","MAL","1"
"17726-1_72904005","MAL","1"
"20507-0_72904005","SYPH","1"
"20508-8_72904005","SYPH","0"
"22461-8_11214006","MAL","1"
"24110-9_10828004","MAL","1"
"29310-0_72904005","MAL","1"
"29310-0_72904005","MAL","1"
"29310-0_72904005","MAL","1"
"29310-0_72904005","MAL","1"
"29310-0_72904005","MAL","1"
"29310-0_72904005","MAL","1"
"29310-0_72904005","MAL","1"
"29310-0_72904005","MAL","1"
"31146-4_10828004","MAL","1"
"40679-3_10828004","MAL","1"
"6561-5_10828004","SYPH","1"
"6561-5_72904005","SYPH","0"
"6562-3_10828004","SYPH","1"
"8041-6_72904005","MAL","1"
"8041-6_72904005","MAL","1"
"8041-6_72904005","MAL","1"
"8041-6_72904005","MAL","1"
"8041-6_72904005","MAL","1"
"8041-6_72904005","MAL","1"
"8041-6_72904005","MAL","1"
"8041-6_72904005","MAL","1"
"11475-1_30917009","TET","1"
"600-7_30917009","TET","1"
"628-8_30917009","TET","1"
"10671-6_16439004","TRI","1"
"10672-4_16439004","TRI","1"
"14788-4_16439004","TRI","1"
"14789-2_16439004","TRI","1"
"14790-0_16439004","TRI","1"
"19253-4_10828004","TRI","1"
"673-4_16439004","TRI","1"
"11475-1_51526001","TUL","1"
"11475-1_91508008","TUL","1"
"11475-1_60502008","TUL","1"
"11475-1_23930001","TUL","1"
"33676-8_51526001","TUL","1"
"600-7_51526001","TUL","1"
"610-6_51526001","TUL","1"
"611-4_51526001","TUL","1"
"627-0_51526001","TUL","1"
"630-4_51526001","TUL","1"
"634-6_51526001","TUL","1"
"636-1_51526001","TUL","1"
"6463-4_51526001","TUL","1"
"10860-5_19551004","CPX","1"
"11483-5_10828004","CPX","1"
"11483-5_19551004","CPX","1"
"11483-5_260373001","CPX","1"
"21597-0_10828004","CPX","1"
"11475-1_34872001","VIB","1"
"11475-1_75953000","VIB","1"
"11475-1_11736008","VIB","1"
"11475-1_131373001","VIB","1"
"11475-1_45749000","VIB","1"
"11475-1_55905000","VIB","1"
"11475-1_55905000","VIB","1"
"11475-1_43199008","VIB","1"
"41852-5_11736008","VIB","1"
"49609-1_11736008","VIB","1"
"600-7_75953000","VIB","1"
"625-4_11736008","VIB","1"
"625-4_43199008","VIB","1"
"6463-4_11736008","VIB","1"
"6463-4_45749000","VIB","1"
"6581-3_11736008","VIB","1"
"6581-3_45749000","VIB","1"
"29566-7_10828004","WNV","1"
"29567-5_10828004","WNV","1"
"29569-1_10828004","WNV","1"
"30178-8_10828004","WNV","1"
"34892-0_260373001","WNV","1"
"36897-7_57311007","WNV","1"
"36897-7_57311007","WNV","1"
"37985-9_57311007","WNV","1"
"37985-9_57311007","WNV","1"
"5883-4_26630006","YFV","1"
"5883-4_26630006","YFV","1"
"11475-1_4668009","YER","1"
"11475-1_65255000","YER","1"
"11475-1_10334001","YER","1"
"11475-1_85159008","YER","1"
"11475-1_91042006","YER","1"
"11475-1_103430003","YER","1"
"11475-1_103431004","YER","1"
"11475-1_103432006","YER","1"
"11475-1_103433001","YER","1"
"11475-1_116503007","YER","1"
"41852-5_85159008","YER","1"
"41852-5_103432006","YER","1"
"625-4_4668009","YER","1"
"625-4_65255000","YER","1"
"625-4_103430003","YER","1"
"625-4_103431004","YER","1"
"625-4_103432006","YER","1"
"625-4_103433001","YER","1"
"625-4_116503007","YER","1"
"6463-4_103430003","YER","1"
"701-3_65255000","YER","1"
"31859-2_260385009","FLUS","1"
"24015-0_260385009","FLUS","1"
"5866-9_260385009","FLUS","1"
"16933-4_10828004","HEPB_A","1"
"59723-4_260373001","FLUS","1"
"16128-1_10828004","HEPC_A","1"
"5866-9_10828004","FLUS","1"
"6462-6_115329001","MRSA","0"
"6463-4_112283007","STEC","0"
"6463-4_413643004","GAS","0"
"6460-0_44470000","HFLU","0"
"626-2_44470000","HFLU","0"
"6462-6_113727004","VRE","1"
"600-7_115329001","MRSA","0"
"6460-0_115329001","MRSA","0"
"59423-4_260415000","FLUS","1"
"5195-3_10828004","HEPB_A","1"
"5195-3_260385009","HEPB_A","1"
"6463-4_3092008","STAP","0"
"10676-5_260373001","HEPC_A","1"
"10676-5_260415000","HEPC_A","1"
"38379-4_260385009","TUBE","0"
"5221-7_10828004","HIV","0"
"5221-7_260385009","HIV","0"
"44871-2_260415000","HIV","0"
"7918-6_10828004","HIV","0"
"7918-6_260385009","HIV","0"
"600-7_45749000","VIB","1"
"11259-9_260415000","HEPC_A","0"
"19145-2_INFLUENZA SUBTYPING","INFL","1"
"630-4_115329001","MRSA","0"
"19146-0_See Comments:","HDOH","0"
"19145-2_ID","DIPH","1"
"11259-9_260373001","HEPC_A","1"
"10353-1_115329001","HIV","0"
"11545-1_AFB culture in progress","TUBE","0"
"11545-1_4+ Acid Fast bacilli","TUBE","0"
"19145-2_Chikungunya Virus PCR","DENG","1"
"19145-2_C.DIPH","DIPH","1"
"19145-2_RESPIRATORY CULTURE","RSV","1"
"31703-2_West","WNV","1"
"33000-1_260415000","UNK","0"
"43874-7_260385009","INFL","1"
"43895-2_10828004","INFL","1"
"35430-8_5247005","PERT","1"
"32700-7_10828004","MAL","1"
"10662-5_2105009","FILA","1"
"14208-3_","FILA","1"
"5229-0_","FLUS","1"
"6463-4_63815007","UNK","0"
"6463-4_56415008","UNK","0"
"6463-4_417513008","UNK","0"
"6463-4_47885008","UNK","0"
"6463-4_54642001","UNK","0"
"6463-4_14385002","UNK","0"
"6463-4_73457008","UNK","0"
"6463-4_116499001","STAP","0"
"6463-4_62093005","UNK","0"
"6463-4_60875001","UNK","0"
"6463-4_52499004","UNK","0"
"6463-4_57459006","UNK","0"
"6463-4_44723000","UNK","0"
"6463-4_113611002","UNK","0"
"6463-4_34605002","UNK","0"
"6463-4_45834001","UNK","0"
"6463-4_53326005","UNK","0"
"6463-4_113700003","UNK","0"
"600-7_89181007","UNK","0"
"6462-6_116197008","UNK","0"
"600-7_116197008","UNK","0"
"630-4_43492007","GBS","0"
"6460-0_52499004","UNK","0"
"611-4_116197008","UNK","0"
"626-2_413643004","STRE","0"
"600-7_52499004","UNK","0"
"6463-4_418688000","UNK","0"
"6463-4_13879009","UNK","0"
"22263-8_","FILO","1"
"7862-6_","FILO","1"
"11581-6_","FILO","1"
"71767-8_","FILO","1"
"71711-6_","FILO","1"
"71768-6_260373001","FILO","1"
"71768-6_260415000","FILO","1"
"41637-0_260373001","FILO","1"
"41637-0_260415000","FILO","1"
"71770-2_260373001","FILO","1"
"71770-2_260415000","FILO","1"
"71712-4_260373001","FILO","1"
"71712-4_260415000","FILO","1"
"41636-2_260373001","FILO","1"
"41636-2_260415000","FILO","1"
"75411-9_260373001","FILO","1"
"75411-9_260415000","FILO","1"
"6463-4_78065002","ENTE","0"
"56880_10828004","HIV","0"
"6462-6_112283007","ECOL","0"
"56890_10828004","HIV","0"
"56891_260385009","HIV","0"
"6463-4_17872004","NMEN","1"
"21020-3_112283007","STEC","0"
"6463-4_14196002","UNK","0"
"630-4_40886007","UNK","0"
"6462-6_413643004","GAS","1"
"6463-4_21927003","ANT","1"
"60528-7_12997006","ENC","1"
"60528-7_68874003","ENC","1"
"5843-8_243633006","ENC","1"
"5843-8_69239002","ENC","1"
"43364-9_243633006","ENC","1"
"43364-9_69239002","ENC","1"
"630-4_417513008","UNK","0"
"6463-4_62592009","UNK","0"
"626-2_80166006","GAS","0"
"625-4_131347006","UNK","0"
"32355-0_5851001","DIP","1"
"6460-0_56415008","KLEB","0"
"6460-0_60631002","UNK","0"
"625-4_9281006","UNK","0"
"546-2_413643004","GAS","0"
"6584-7_424470006","ILI","1"
"633-8_13080008","BOTO","1"
"17956-4_34902001","HIX","1"
"546-2_80166006","GAS","0"
"625-4_131207001","UNK","1"
"44081-8_271933007","PSI","1"
"625-4_85823000","UNK","0"
"6463-4_243301005","UNK","0"
"619-7_44470000","HFLU","1"
"604-9_44470000","HFLU","1"
"51785-4_271933007","DNF","1"
"50612-1_271933007","ILI","1"
"6584-7_69239002","ILI","1"
"608-0_43199008","VIB","1"
"19128-8_5595000","TYP","1"
"19128-8_54365000","PLA","1"
"19128-8_18065004","BOTO","1"
"19128-8_20785008","BOTO","1"
"19128-8_8386006","BOTO","1"
"19128-8_32829006","BOTO","1"
"625-4_407166006","EHEC","1"
"625-4_112283007","STEC","1"
"630-4_113697002","UNK","0"
"22288-5_10828004","AMB","1"
"6584-7_450480003","H3N2","1"
"6584-7_446646008","H3N2","1"
"630-4_113985000","UNK","0"
"630-4_113727004","VRE","1"
"6463-4_5381002","UNK","0"
"22488-1_260373001","MUR","1"
"622-1_51593004","HIX","0"
"622-1_44470000","HFLU","0"
"42595-9_260415000","HEPB_A","1"
"6462-6_51593004","HIX","0"
"622-1_112283007","STEC","0"
"6462-6_30949009","ENTE","0"
"19128-8_51593004","HIX","1"
"13953-5_10828004","HEPB_A","1"
"9710-5_10828004","QFV","1"
"9708-9_10828004","QFV","1"
"9709-7_10828004","QFV","1"
"9711-3_10828004","QFV","1"
"600-7_127506007","HFLU","1"
"627-0_413643004","GAS","1"
"31950-9_10828004","RSV","1"
"43874-7_10828004","FLUS","1"
"622-1_9861002","PNE","0"
"6462-6_53233007","VRE","1"
"21020-3_90272000","VRE","0"
"21020-3_44470000","HFLU","1"
"610-6_112283007","STEC","0"
"630-4_409800005","STEC","0"
"6462-6_55905000","VIB","1"
"600-7_55905000","VIB","1"
"634-6_2785000","VRE","0"
"72356-9_407479009","FLUS","1"
"6462-6_53490009","UNK","0"
"630-4_8745002","UNK","0"
"582-7_43492007","GBS","0"
"608-0_112283007","STEC","1"
"17956-4_112283007","STEC","0"
"6462-6_78065002","ENTE","0"
"600-7_78065002","VRE","0"
"633-8_417469002","UNK","0"
"609-8_112283007","STEC","1"
"17956-4_78065002","VRE","0"
"10900-9_10828004","HEPB_A","1"
"13952-7_10828004","HEPB_A","1"
"5876-8_441278007","RSV","1"
"6462-6_44470000","HFLU","0"
"72356-9_441119003","FLUS","1"
"6462-6_9861002","PNE","0"
"23202-5_260385009","LEP","1"
"6463-4_243254006","UNK","0"
"622-1_113669008","UNK","0"
"633-8_32763000","UNK","0"
"611-4_112283007","ECOL","0"
"632-0_112283007","STEC","0"
"633-8_114146002","UNK","0"
"633-8_62890009","UNK","0"
"19128-8_78065002","ENTE","0"
"6460-0_73457008","UNK","0"
"6463-4_33115003","UNK","0"
"6463-4_113381003","UNK","0"
"6462-6_64071004","UNK","0"
"609-8_115329001","MRSA","0"
"633-8_115329001","MRSA","0"
"632-0_115329001","MRSA","0"
"632-0_413643004","GAS","0"
"626-2_116469005","HFLU","0"
"604-9_80166006","GAS","1"
"626-2_51593004","HIX","0"
"632-0_44470000","HFLS","0"
"626-2_115329001","MRSA","0"
"633-8_89268006","UNK","0"
"32355-0_115329001","MRSA","0"
"633-8_26481006","UNK","0"
"630-4_53326005","UNK","0"
"611-4_78065002","VRE","0"
"21020-3_115329001","MRSA","0"
"41852-5_113858008","TUBE","0"
"6463-4_243350004","UNK","0"
"6462-6_372342007","SAL","1"
"6463-4_40886007","UNK","0"
"633-8_114131009","UNK","0"
"611-4_115329001","MRSA","0"
"633-8_34844008","UNK","0"
"630-4_56415008","KLEB","0"
"21020-3_78065002","ENTE","0"
"630-4_53233007","VRE","1"
"633-8_243417000","UNK","0"
"21020-3_8745002","UNK","0"
"630-4_30949009","ENTE","0"
"17898-8_80166006","GAS","0"
"17956-4_115329001","MRSA","0"
"633-8_114142000","UNK","0"
"633-8_114134001","UNK","0"
"626-2_43492007","GBS","0"
"609-8_43492007","GBS","0"
"6460-0_80166006","GAS","0"
"546-2_89181007","GCS","0"
"19128-8_115329001","MRSA","0"
"52969-3_115329001","MRSA","0"
"6463-4_115329001","MRSA","0"
"6460-0_9861002","PNE","0"
"630-4_80166006","GAS","0"
"630-4_3092008","STAP","0"
"600-7_53233007","VRE","1"
"6463-4_33522002","UNK","0"
"32355-0_116499001","STAP","0"
"633-8_413643004","GAS","0"
"630-4_112283007","STEC","0"
"633-8_3174002","UNK","0"
"633-8_34236001","UNK","0"
"43411-8_80166006","GAS","1"
"630-4_31703004","UNK","0"
"630-4_19870004","UNK","0"
"632-0_116499001","UNK","0"
"633-8_114144004","UNK","0"
"43365-6_127524009","AMB","1"
"633-8_413881007","UNK","0"
"632-0_3092008","STAP","0"
"632-0_78065002","VRE","0"
"17956-4_90272000","VRE","0"
"17956-4_113727004","VRE","1"
"633-8_40560008","UNK","0"
"6463-4_90272000","VRE","0"
"19146-0_446987006","HIV","0"
"51991-8_120684001","HPS","1"
"51991-8_65911000","HEPB_A","1"
"51991-8_17092007","HEPE","1"
"51991-8_707890003","HEPE","1"
"51991-8_120990004","HDV","1"
"51991-8_88488004","LEAD","0"
"51991-8_120969007","MEAS","1"
"51991-8_45262002","MERC","0"
"51991-8_120954006","QFV","1"
"51991-8_122078009","RABH","1"
"51991-8_260214004","CPX","1"
"51991-8_421862008","WNV","1"
"51991-8_444038009","CHIK","1"
"51991-8_707869006","CHIK","1"
"51991-8_120714000","CHK","1"
"51940-5_260385009","STEC","0"
"51939-7_260385009","STEC","0"
"17898-8_116469005","HFLU","0"
"17898-8_44470000","HFLU","0"
"621-3_115329001","MRSA","0"
"6460-0_17872004","NMEN","0"
"633-8_55247009","UNK","0"
"10352-3_112283007","STEC","0"
"664-3_27863008","GS","0"
"5403-1_260385009","CPX","0"
"19146-0_105825008","ARSE","0"
"19146-0_121106008","CHLAM","1"
"19146-0_9999999","CHLA","1"
"19146-0_120684001","HPS","1"
"19146-0_65911000","HEPB_A","1"
"19146-0_17092007","HEPE","1"
"19146-0_707890003","HEPE","1"
"19146-0_120990004","HDV","1"
"19146-0_39304009","HIV","0"
"19146-0_88488004","LEAD","1"
"19146-0_120969007","MEAS","1"
"19146-0_45262002","MERC","0"
"19146-0_697932005","MERS","1"
"19146-0_121172006","GONOR","1"
"19146-0_120954006","QFV","1"
"19146-0_122078009","RABH","1"
"19146-0_260214004","CPX","1"
"19146-0_421862008","WNV","1"
"19146-0_444038009","CHIK","1"
"19146-0_707869006","CHIK","1"
"19146-0_120714000","LYM","1"
"51939-7_10828004","STEC","1"
"51940-5_10828004","STEC","1"
"44488-5_15302007","ILI","1"
"44488-5_13687007","ILI","1"
"44466-1_15302007","ILI","1"
"44466-1_13687007","ILI","1"
"35430-8_15302007","ILI","1"
"35430-8_13687007","ILI","1"
"35418-3_15302007","ILI","1"
"35418-3_13687007","ILI","1"
"35451-4_15302007","ILI","1"
"35451-4_13687007","ILI","1"
"31830-3_260385009","GIA","0"
"21020-3_80166006","GAS","1"
"5859-4_13687007","HSV","0"
"5388-4_131194007","TOX","0"
"5859-4_15302007","HSV","0"
"6463-4_429317001","UNK","0"
"618-9_127501002","VRE","0"
"604-9_115329001","MRSA","0"
"630-4_413643004","GAS","0"
"6579-7_11736008","VIB","1"
"6462-6_89181007","STRE","0"
"22288-5_260385009","AMB","0"
"630-4_9861002","PNE","0"
"600-7_90272000","VRE","0"
"6463-4_77045006","UNK","0"
"6463-4_55905000","VIB","1"
"626-2_112283007","STEC","0"
"577-7_115329001","MRSA","0"
"6463-4_40812000","UNK","0"
"609-8_80166006","GAS","0"
"13316-5_90272000","VRE","1"
"6463-4_68608003","UNK","0"
"630-4_116499001","STAP","0"
"627-0_112283007","ECOL","0"
"622-1_115329001","MRSA","0"
"19145-2_MTB SENSITIVITY","UNK","0"
"625-4_34872001","VIB","1"
"41852-5_M. TUBERCULOSIS COMPLEX","UNK","0"
"13317-3_115329001","MRSA","0"
"579-3_115329001","MRSA","0"
"19145-2_PYRAZINAMIDE MIC","UNK","0"
"19145-2_PZA MIC,","UNK","0"
"6460-0_413643004","GAS","0"
"32355-0_44470000","HFLU","0"
"6463-4_113727004","VRE","1"
"6371-9_260385009","CRYP","0"
"31868-3_260385009","LEG","0"
"622-1_116469005","HFLU","0"
"633-8_114139006","UNK","0"
"6463-4_414102007","UNK","0"
"7855-0_60588009","DNF","1"
"7855-0_41328007","DNF","1"
"7855-0_8467002","DNF","1"
"7855-0_36700002","DNF","1"
"77958-7_60588009","DNF","1"
"77958-7_41328007","DNF","1"
"77958-7_8467002","DNF","1"
"77958-7_36700002","DNF","1"
"19253-4_260415000","TRI","0"
"633-8_53220001","UNK","0"
"547-0_80166006","GAS","0"
"625-4_10343005","SAL","1"
"625-4_2291004","SAL","1"
"10701-1_609303007","UNK","0"
"10701-1_699406004","AMB","1"
"10701-1_28923009","UNK","0"
"74787-3_426959005","FLUS","1"
"74787-3_427672003","FLUS","1"
"74787-3_PLR219","FLUS","1"
"29723-4_260385009","PERT","0"
"698-1_68704007","GONOR","1"
"10352-3_68704007","GONOR","1"
"634-6_68704007","GONOR","1"
"688-2_68704007","GONOR","1"
"6462-6_131340008","GONOR","0"
"6462-6_31703004","UNK","0"
"6463-4_31703004","UNK","0"
"48062-4_260415000","UNK","0"
"39534-3_260415000","CRYP","0"
"17898-8_413643004","GAS","0"
"6463-4_85823000","UNK","0"
"11483-5_260415000","CPX","0"
"622-1_80166006","GAS","0"
"634-6_112283007","STEC","0"
"23826-1_260385009","PERT","1"
"23826-1_260415000","PERT","1"
"588-4_260385009","LEG","0"
"625-4_75953000","CHO","1"
"6462-6_416397000","VRE","0"
"10860-5_264887000","CPX","0"
"48159-8_131194007","HEPC_A","0"
"13248-0_260385009","HDV","0"
"13954-3_260385009","HEPB_A","1"
"39534-3_260385009","CRYP","0"
"39534-3_264887000","CRYP","0"
"39534-3_47492008","CRYP","0"
"10900-9_131194007","HEPB_A","1"
"22314-9_131194007","HEPA","0"
"48398-2_260415000","HEPB_A","1"
"17898-8_112283007","STEC","0"
"13953-5_260385009","HEPB_A","1"
"31971-5_413643004","GAS","0"
"32644-7_260385009","QFV","0"
"31314-8_260385009","QFV","0"
"32645-4_260385009","QFV","0"
"31315-5_260385009","QFV","0"
"29904-0_260415000","TOX","0"
"40678-5_131194007","TOX","0"
"32355-0_113669008","UNK","0"
"40678-5_260385009","TOX","0"
"10353-1_44470000","HFLU","0"
"20992-4_260385009","PERT","0"
"6463-4_113697002","UNK","0"
"600-7_116486004","UNK","0"
"17898-8_53932007","UNK","0"
"595-9_413643004","GAS","0"
"10352-3_44470000","HFLS","0"
"633-8_8191000","UNK","0"
"44826-6_260385009","HDV","0"
"6462-6_8745002","UNK","0"
"6460-0_76199005","UNK","0"
"610-6_8745002","UNK","0"
"630-4_68704007","GONOR","1"
"13950-1_131194007","HEPA","0"
"17898-8_9861002","PNE","0"
"32355-0_9861002","PNE","0"
"21020-3_51593004","HFLU","0"
"21020-3_9861002","PNE","0"
"634-6_9861002","PNE","0"
"622-1_53932007","UNK","0"
"29609-5_260415000","HEPC_A","1"
"630-4_2785000","UNK","0"
"10352-3_80166006","GAS","0"
"6463-4_113773002","UNK","0"
"610-6_2785000","ENTE","0"
"32810-4_9861002","PNE","0"
"32810-4_80166006","GAS","0"
"6463-4_424791004","UNK","0"
"600-7_48299003","UNK","0"
"43882-0_260385009","PERT","0"
"23832-9_260385009","PERT","0"
"29673-1_260385009","PERT","0"
"13952-7_11214006","HEPB_A","1"
"6462-6_116469005","UNK","0"
"600-7_39473003","UNK","0"
"17956-4_73457008","UNK","0"
"6463-4_114456008","UNK","0"
"6463-4_63550006","UNK","0"
"6463-4_113798001","UNK","0"
"6462-6_409800005","ECOL","0"
"630-4_243230001","UNK","0"
"630-4_62093005","UNK","0"
"634-6_8745002","UNK","0"
"546-2_9861002","PNE","0"
"32810-4_112283007","STEC","0"
"17898-8_51593004","HIX","0"
"600-7_116469005","HFLS","1"
"622-1_409800005","ECOL","0"
"633-8_33562003","UNK","0"
"6463-4_83452006","UNK","0"
"6412-1_260415000","GIA","0"
"6463-4_25223004","UNK","0"
"6463-4_91288006","UNK","0"
"22314-9_260385009","HEPA","0"
"32355-0_112283007","STEC","0"
"632-0_53326005","UNK","0"
"10701-1_41542000","AMB","1"
"39528-5_260415000","UNK","0"
"622-1_413643004","GAS","0"
"6462-6_387798006","VIB","1"
"697-3_68704007","GONOR","1"
"630-4_414809001","GONOR","1"
"10701-1_110390006","AMB","1"
"17898-8_17872004","NMEN","0"
"21020-3_2785000","ENTE","0"
"6462-6_2785000","ENTE","0"
"633-8_131218001","UNKN","0"
"600-7_112283007","STEC","0"
"630-4_78065002","ENTE","0"
"630-4_90272000","ENTE","0"
"630-4_127501002","ENTE","0"
"630-4_712663006","VRE","1"
"630-4_712665004","VRE","1"
"600-7_113727004","VRE","1"
"600-7_712663006","VRE","1"
"600-7_712665004","VRE","1"
"6462-6_712663006","VRE","1"
"6462-6_712665004","VRE","1"
"21020-3_113727004","VRE","1"
"21020-3_712665004","VRE","1"
"21020-3_712663006","VRE","1"
"6463-4_712665004","VRE","1"
"6463-4_712663006","VRE","1"
"634-6_80166006","STRE","0"
"10352-3_413643004","GAS","0"
"21020-3_53233007","VRE","1"
"623-9_44470000","HFLU","0"
"6462-6_127501002","ENTE","0"
"611-4_127501002","ENTE","0"
"600-7_127501002","ENTE","0"
"619-7_127501002","ENTE","0"
"6462-6_87875008","ENTE","0"
"6462-6_90272000","ENTE","0"
